frame,t_s,kind,tid,x_cm,y_cm
1973,65.767,oscuro,16,77.5,197.0
1973,65.767,balon,-1,76.5,184.5
1974,65.8,oscuro,16,77.0,196.0
1974,65.8,balon,-1,75.5,182.5
1975,65.833,oscuro,16,76.5,193.5
1975,65.833,balon,-1,75.0,180.0
1976,65.867,oscuro,16,76.0,190.5
1976,65.867,balon,-1,74.5,177.0
1977,65.9,oscuro,16,76.0,187.5
1977,65.9,balon,-1,74.5,174.5
1978,65.933,oscuro,16,75.5,184.5
1978,65.933,balon,-1,74.0,171.0
1979,65.967,oscuro,16,76.0,182.0
1979,65.967,balon,-1,74.0,168.0
1980,66.0,oscuro,16,77.0,179.0
1980,66.0,balon,-1,75.0,165.5
1981,66.033,verde,16,78.0,176.5
1981,66.033,balon,-1,76.5,163.0
1982,66.067,verde,16,80.5,174.5
1982,66.067,balon,-1,78.5,160.5
1983,66.1,verde,16,83.0,172.5
1983,66.1,balon,-1,81.0,158.0
1984,66.133,verde,16,85.0,170.5
1984,66.133,balon,-1,83.5,156.0
1985,66.167,verde,16,88.0,168.0
1985,66.167,balon,-1,85.5,153.0
1986,66.2,verde,16,90.0,165.0
1986,66.2,balon,-1,87.5,150.5
1987,66.233,verde,16,91.0,162.5
1987,66.233,balon,-1,89.5,147.5
1988,66.267,oscuro,16,92.0,159.5
1988,66.267,balon,-1,90.5,145.0
1989,66.3,oscuro,16,93.0,157.0
1989,66.3,balon,-1,91.0,142.5
1990,66.333,oscuro,16,93.0,154.0
1990,66.333,balon,-1,91.0,140.0
1991,66.367,oscuro,16,93.0,151.5
1991,66.367,balon,-1,90.5,136.5
1992,66.4,oscuro,16,93.0,148.5
1992,66.4,balon,-1,90.0,134.0
1993,66.433,oscuro,16,92.0,145.5
1993,66.433,balon,-1,89.0,131.0
1994,66.467,oscuro,16,91.0,142.5
1994,66.467,balon,-1,88.0,128.0
1995,66.5,oscuro,16,90.0,139.5
1995,66.5,balon,-1,87.0,125.0
1996,66.533,oscuro,16,89.0,137.0
1996,66.533,balon,-1,85.5,122.0
1997,66.567,oscuro,16,87.5,134.5
1997,66.567,balon,-1,84.0,120.0
1998,66.6,oscuro,16,86.0,132.0
1998,66.6,balon,-1,82.5,117.0
1999,66.633,oscuro,16,84.5,129.5
1999,66.633,balon,-1,79.0,113.0
2000,66.667,oscuro,16,83.0,127.5
2000,66.667,balon,-1,77.0,110.5
2001,66.7,oscuro,16,81.5,125.0
2001,66.7,balon,-1,75.5,108.5
2002,66.733,oscuro,16,79.5,122.5
2002,66.733,balon,-1,74.0,106.0
2003,66.767,oscuro,16,78.5,120.5
2003,66.767,balon,-1,73.0,103.5
2004,66.8,oscuro,16,77.5,119.0
2004,66.8,balon,-1,73.0,101.5
2005,66.833,oscuro,16,76.5,118.5
2005,66.833,balon,-1,72.5,100.0
2006,66.867,oscuro,16,76.0,118.0
2006,66.867,balon,-1,72.5,98.5
2007,66.9,oscuro,16,75.0,117.5
2007,66.9,balon,-1,74.5,96.0
2008,66.933,oscuro,16,74.5,117.0
2008,66.933,balon,-1,73.5,92.5
2009,66.967,verde,16,74.5,116.5
2009,66.967,balon,-1,74.0,91.5
2010,67.0,oscuro,16,74.0,116.0
2010,67.0,balon,-1,74.5,89.5
2011,67.033,oscuro,16,74.0,115.5
2011,67.033,balon,-1,75.0,87.5
2012,67.067,oscuro,16,74.0,116.0
2012,67.067,balon,-1,76.0,86.0
2013,67.1,oscuro,16,74.0,116.0
2013,67.1,balon,-1,76.5,84.5
2014,67.133,oscuro,16,73.5,116.0
2014,67.133,balon,-1,77.0,83.0
2015,67.167,verde,16,73.5,116.0
2015,67.167,balon,-1,78.0,81.0
2016,67.2,oscuro,16,73.5,116.0
2016,67.2,balon,-1,78.0,79.5
2017,67.233,oscuro,16,73.5,116.0
2017,67.233,balon,-1,78.5,78.5
2018,67.267,oscuro,16,74.0,116.5
2018,67.267,balon,-1,79.5,76.5
2019,67.3,oscuro,16,73.5,117.0
2019,67.3,balon,-1,79.5,75.5
2020,67.333,oscuro,16,74.0,117.5
2020,67.333,balon,-1,80.5,74.0
2021,67.367,oscuro,16,74.5,117.5
2021,67.367,balon,-1,80.5,72.5
2022,67.4,oscuro,16,74.5,117.5
2022,67.4,balon,-1,81.0,71.0
2023,67.433,oscuro,16,74.0,117.0
2023,67.433,balon,-1,81.5,69.5
2024,67.467,oscuro,16,74.0,116.0
2024,67.467,balon,-1,82.0,68.5
2025,67.5,oscuro,16,74.0,115.0
2025,67.5,balon,-1,82.0,67.0
2026,67.533,oscuro,16,74.0,113.5
2026,67.533,balon,-1,82.5,65.5
2027,67.567,oscuro,16,73.5,111.5
2027,67.567,balon,-1,83.0,64.5
2028,67.6,oscuro,16,73.5,110.0
2028,67.6,balon,-1,83.5,63.0
2029,67.633,oscuro,16,74.5,109.0
2029,67.633,balon,-1,83.5,62.0
2030,67.667,oscuro,16,74.5,109.0
2030,67.667,balon,-1,84.0,60.5
2031,67.7,oscuro,16,75.0,109.5
2031,67.7,balon,-1,84.5,59.5
2032,67.733,oscuro,16,76.0,110.0
2032,67.733,balon,-1,84.5,58.5
2033,67.767,oscuro,16,77.5,111.0
2033,67.767,balon,-1,84.5,57.0
2034,67.8,oscuro,16,79.5,111.5
2034,67.8,balon,-1,85.0,56.0
2035,67.833,oscuro,16,80.5,112.0
2035,67.833,balon,-1,85.5,55.0
2036,67.867,oscuro,16,82.0,112.0
2036,67.867,balon,-1,86.0,54.0
2037,67.9,oscuro,16,82.5,111.0
2037,67.9,balon,-1,86.0,53.0
2038,67.933,oscuro,16,82.5,110.0
2038,67.933,balon,-1,86.0,52.0
2039,67.967,oscuro,16,82.5,108.5
2039,67.967,balon,-1,86.0,51.0
2040,68.0,oscuro,16,82.5,107.5
2040,68.0,balon,-1,86.5,50.0
2041,68.033,oscuro,16,83.0,107.5
2041,68.033,balon,-1,86.0,49.0
2042,68.067,oscuro,16,84.0,107.5
2042,68.067,balon,-1,86.5,48.0
2043,68.1,oscuro,16,85.5,108.0
2043,68.1,balon,-1,86.5,47.5
2044,68.133,oscuro,16,87.0,109.0
2044,68.133,balon,-1,86.5,46.5
2045,68.167,oscuro,16,89.5,109.5
2045,68.167,balon,-1,87.0,46.0
2046,68.2,oscuro,16,91.0,109.5
2046,68.2,balon,-1,86.5,45.0
2047,68.233,oscuro,16,92.0,109.0
2047,68.233,balon,-1,86.5,44.5
2048,68.267,oscuro,16,93.0,108.5
2048,68.267,balon,-1,86.5,44.0
2049,68.3,oscuro,16,93.0,108.0
2049,68.3,balon,-1,87.0,43.0
2050,68.333,oscuro,16,93.0,107.0
2050,68.333,balon,-1,87.0,42.5
2051,68.367,oscuro,16,93.0,106.5
2051,68.367,balon,-1,86.5,42.0
2052,68.4,oscuro,16,93.0,106.5
2052,68.4,balon,-1,86.5,41.5
2053,68.433,oscuro,16,93.0,105.5
2053,68.433,balon,-1,86.5,41.0
2054,68.467,oscuro,16,92.5,105.0
2054,68.467,balon,-1,86.0,40.5
2055,68.5,oscuro,16,92.5,103.0
2055,68.5,balon,-1,86.0,40.0
2056,68.533,oscuro,16,92.0,101.0
2056,68.533,balon,-1,86.0,39.5
2057,68.567,oscuro,16,91.5,99.5
2057,68.567,balon,-1,86.0,39.0
2058,68.6,oscuro,16,91.0,96.5
2058,68.6,balon,-1,86.0,38.5
2059,68.633,oscuro,16,91.0,94.0
2059,68.633,balon,-1,85.5,38.5
2060,68.667,oscuro,16,91.0,91.0
2060,68.667,balon,-1,85.5,38.0
2061,68.7,oscuro,16,91.0,88.0
2061,68.7,balon,-1,85.5,37.5
2062,68.733,oscuro,16,91.0,84.5
2062,68.733,balon,-1,85.5,37.0
2063,68.767,oscuro,16,91.5,81.0
2063,68.767,balon,-1,85.0,37.0
2064,68.8,oscuro,16,91.5,78.0
2064,68.8,balon,-1,85.0,36.5
2065,68.833,oscuro,16,92.0,74.5
2065,68.833,balon,-1,84.5,36.5
2066,68.867,oscuro,16,92.5,71.0
2066,68.867,balon,-1,84.5,36.5
2067,68.9,oscuro,16,92.5,68.0
2067,68.9,balon,-1,84.5,36.0
2068,68.933,oscuro,16,92.0,65.0
2068,68.933,balon,-1,84.0,36.0
2069,68.967,oscuro,16,91.0,62.5
2069,68.967,balon,-1,83.5,35.5
2070,69.0,oscuro,16,90.0,60.0
2070,69.0,balon,-1,90.0,37.0
2071,69.033,oscuro,16,88.5,58.5
2071,69.033,balon,-1,88.0,35.5
2072,69.067,oscuro,16,86.5,58.0
2072,69.067,balon,-1,86.5,35.0
2073,69.1,oscuro,16,84.0,56.5
2073,69.1,balon,-1,82.5,33.5
2074,69.133,oscuro,16,81.5,56.0
2074,69.133,balon,-1,80.5,33.0
2075,69.167,oscuro,16,79.0,55.0
2075,69.167,balon,-1,78.0,31.5
2076,69.2,oscuro,16,77.5,53.5
2076,69.2,balon,-1,76.0,30.0
2077,69.233,oscuro,16,76.0,52.0
2077,69.233,balon,-1,73.5,24.0
2078,69.267,oscuro,16,74.5,50.5
2078,69.267,balon,-1,72.0,22.0
2079,69.3,oscuro,16,74.0,50.0
2079,69.3,balon,-1,71.0,22.0
2080,69.333,oscuro,16,73.0,49.5
2080,69.333,balon,-1,70.0,20.0
2081,69.367,oscuro,16,73.5,49.5
2081,69.367,balon,-1,69.0,19.0
2082,69.4,oscuro,16,73.5,49.5
2082,69.4,balon,-1,65.0,16.5
2083,69.433,oscuro,16,74.0,51.0
2083,69.433,balon,-1,63.5,15.0
2084,69.467,oscuro,16,74.0,52.0
2084,69.467,balon,-1,62.0,14.0
2085,69.5,oscuro,16,74.0,53.5
2085,69.5,balon,-1,60.5,12.5
2086,69.533,oscuro,16,73.5,55.5
2086,69.533,balon,-1,58.5,11.5
2087,69.567,oscuro,16,72.5,57.5
2087,69.567,balon,-1,58.0,10.0
2088,69.6,oscuro,16,71.0,58.5
2088,69.6,balon,-1,56.5,9.0
2089,69.633,oscuro,16,69.0,60.0
2089,69.633,balon,-1,55.0,7.5
2090,69.667,oscuro,16,66.5,61.0
2090,69.667,balon,-1,54.0,6.5
2091,69.7,oscuro,16,63.5,62.0
2091,69.7,balon,-1,52.0,5.5
2092,69.733,oscuro,16,60.5,63.5
2092,69.733,balon,-1,51.0,4.5
2093,69.767,oscuro,16,57.0,64.5
2093,69.767,balon,-1,49.5,3.5
2094,69.8,balon,-1,48.0,2.5
2095,69.833,balon,-1,47.5,1.5
2096,69.867,balon,-1,46.5,1.0
2097,69.9,balon,-1,45.0,0.5
2098,69.933,balon,-1,44.5,0.0
2099,69.967,balon,-1,43.5,-0.5
2100,70.0,balon,-1,42.0,-1.0
2101,70.033,oscuro,16,31.0,70.5
2101,70.033,balon,-1,41.0,-1.5
2102,70.067,oscuro,16,28.5,70.0
2102,70.067,balon,-1,39.5,-2.5
2103,70.1,oscuro,16,27.5,69.0
2103,70.1,balon,-1,38.0,-3.0
2104,70.133,oscuro,16,27.0,67.5
2104,70.133,balon,-1,37.5,-4.0
2105,70.167,oscuro,16,26.5,65.5
2105,70.167,balon,-1,36.5,-5.0
2106,70.2,oscuro,16,26.0,63.5
2106,70.2,balon,-1,35.0,-4.5
2107,70.233,oscuro,16,26.5,61.5
2107,70.233,balon,-1,34.0,-4.5
2108,70.267,oscuro,16,27.0,58.5
2108,70.267,balon,-1,33.5,-5.0
2109,70.3,oscuro,16,27.5,56.0
2109,70.3,balon,-1,32.5,-4.5
2110,70.333,oscuro,16,28.0,53.0
2110,70.333,balon,-1,31.5,-5.0
2111,70.367,oscuro,16,28.5,51.0
2111,70.367,balon,-1,31.0,-4.5
2112,70.4,oscuro,16,29.0,49.0
2112,70.4,balon,-1,30.0,-4.5
2113,70.433,oscuro,16,29.5,48.0
2113,70.433,balon,-1,29.5,-4.5
2114,70.467,oscuro,16,30.0,48.0
2114,70.467,balon,-1,28.5,-4.0
2115,70.5,oscuro,16,30.0,48.5
2115,70.5,balon,-1,28.0,-4.0
2116,70.533,oscuro,16,30.0,49.0
2116,70.533,balon,-1,27.0,-3.5
2117,70.567,oscuro,16,29.5,50.0
2117,70.567,balon,-1,26.5,-3.5
2118,70.6,oscuro,16,29.5,51.0
2118,70.6,balon,-1,26.0,-3.0
2119,70.633,oscuro,16,29.0,52.5
2119,70.633,balon,-1,25.5,-3.0
2120,70.667,oscuro,16,28.5,55.0
2120,70.667,balon,-1,25.0,-3.0
2121,70.7,oscuro,16,28.0,56.0
2121,70.7,balon,-1,24.5,-2.5
2122,70.733,oscuro,16,28.0,57.0
2122,70.733,balon,-1,24.5,-2.5
2123,70.767,oscuro,16,27.5,57.0
2123,70.767,balon,-1,24.0,-2.5
2124,70.8,oscuro,16,27.5,57.0
2124,70.8,balon,-1,23.5,-2.5
2125,70.833,oscuro,16,27.0,57.0
2125,70.833,balon,-1,23.0,-2.5
2126,70.867,oscuro,16,26.5,58.0
2126,70.867,balon,-1,22.5,-2.5
2127,70.9,oscuro,16,25.5,58.0
2127,70.9,balon,-1,22.0,-2.5
2128,70.933,oscuro,16,25.0,57.5
2128,70.933,balon,-1,21.5,-3.0
2129,70.967,oscuro,16,24.0,56.5
2129,70.967,balon,-1,21.5,-3.0
2130,71.0,oscuro,16,23.0,56.0
2130,71.0,balon,-1,21.0,-3.0
2131,71.033,oscuro,16,22.5,54.0
2131,71.033,balon,-1,18.0,28.0
2132,71.067,oscuro,16,23.0,52.0
2132,71.067,balon,-1,18.5,28.0
2133,71.1,oscuro,16,23.0,49.5
2133,71.1,balon,-1,18.0,23.0
2134,71.133,oscuro,16,23.5,48.0
2134,71.133,balon,-1,19.5,23.5
2135,71.167,oscuro,16,23.0,47.0
2135,71.167,balon,-1,18.5,20.0
2136,71.2,oscuro,16,23.0,47.0
2137,71.233,oscuro,16,23.0,47.5
2137,71.233,balon,-1,18.0,21.5
2138,71.267,oscuro,16,22.5,47.5
2138,71.267,balon,-1,19.0,20.0
2139,71.3,oscuro,16,22.5,48.5
2139,71.3,balon,-1,19.0,21.0
2140,71.333,oscuro,16,22.0,50.0
2140,71.333,balon,-1,18.5,23.0
2141,71.367,oscuro,16,21.5,51.5
2142,71.4,oscuro,16,20.5,54.5
2142,71.4,balon,-1,17.0,28.0
2143,71.433,oscuro,16,19.5,56.0
2144,71.467,oscuro,16,19.0,58.0
2144,71.467,balon,-1,14.5,31.5
2145,71.5,oscuro,16,18.5,58.5
2145,71.5,balon,-1,13.5,33.5
2146,71.533,oscuro,16,18.0,60.0
2146,71.533,balon,-1,12.5,33.5
2147,71.567,oscuro,16,18.0,60.5
2147,71.567,balon,-1,13.0,35.5
2148,71.6,oscuro,16,17.5,62.0
2148,71.6,balon,-1,12.0,37.0
2149,71.633,oscuro,16,17.0,63.0
2149,71.633,balon,-1,10.5,39.0
2150,71.667,oscuro,16,16.5,66.0
2150,71.667,balon,-1,10.5,41.5
2151,71.7,oscuro,16,16.5,68.5
2151,71.7,balon,-1,10.0,44.0
2152,71.733,oscuro,16,15.5,71.0
2152,71.733,balon,-1,10.0,46.0
2153,71.767,oscuro,16,14.5,73.0
2153,71.767,balon,-1,9.5,49.0
2154,71.8,oscuro,16,13.0,75.5
2154,71.8,balon,-1,8.5,52.0
2155,71.833,oscuro,16,13.0,78.5
2155,71.833,balon,-1,7.5,55.5
2156,71.867,oscuro,16,12.0,81.5
2156,71.867,balon,-1,6.5,59.0
2157,71.9,oscuro,16,11.0,84.5
2157,71.9,balon,-1,6.0,62.5
2158,71.933,oscuro,16,10.0,87.0
2158,71.933,balon,-1,4.0,65.5
2159,71.967,oscuro,16,10.0,89.5
2159,71.967,balon,-1,3.0,68.0
2160,72.0,oscuro,16,9.5,92.0
2160,72.0,balon,-1,1.5,70.5
2161,72.033,oscuro,16,9.5,93.5
2161,72.033,balon,-1,1.0,71.5
2162,72.067,oscuro,16,9.5,94.5
2162,72.067,balon,-1,0.0,73.0
2163,72.1,oscuro,16,10.0,95.0
2163,72.1,balon,-1,-2.0,74.0
2164,72.133,oscuro,16,10.0,95.5
2165,72.167,oscuro,16,10.0,96.5
2165,72.167,balon,-1,21.0,92.5
2166,72.2,oscuro,16,10.5,96.5
2166,72.2,balon,-1,20.0,94.0
2178,72.6,balon,-1,79.5,129.0
2179,72.633,verde,34,71.0,54.0
2179,72.633,verde,35,78.0,107.5
2179,72.633,oscuro,36,89.0,147.5
2179,72.633,balon,-1,78.5,127.5
2180,72.667,verde,35,78.0,107.5
2180,72.667,verde,34,71.0,53.0
2180,72.667,oscuro,36,86.5,145.5
2180,72.667,balon,-1,77.5,125.5
2181,72.7,verde,35,78.0,107.5
2181,72.7,verde,34,71.0,53.5
2181,72.7,oscuro,36,84.5,145.0
2181,72.7,balon,-1,76.0,123.5
2182,72.733,verde,35,78.0,107.5
2182,72.733,verde,34,71.0,54.0
2182,72.733,verde,36,82.5,144.5
2182,72.733,balon,-1,75.0,122.0
2183,72.767,verde,35,77.5,107.5
2183,72.767,verde,34,71.0,55.0
2183,72.767,verde,36,80.5,144.5
2183,72.767,balon,-1,74.0,120.5
2184,72.8,verde,34,71.0,56.0
2184,72.8,verde,35,77.5,107.5
2184,72.8,verde,36,79.5,145.0
2184,72.8,balon,-1,73.0,118.5
2185,72.833,verde,34,71.5,57.0
2185,72.833,verde,35,77.5,107.5
2185,72.833,verde,36,78.5,145.0
2185,72.833,balon,-1,72.0,117.0
2186,72.867,verde,34,72.0,58.5
2186,72.867,verde,36,78.5,145.0
2186,72.867,verde,35,77.5,107.5
2186,72.867,balon,-1,70.5,115.5
2187,72.9,verde,34,72.0,60.0
2187,72.9,verde,35,77.5,108.0
2187,72.9,verde,36,77.5,144.5
2187,72.9,balon,-1,69.5,114.0
2188,72.933,verde,35,77.0,109.5
2188,72.933,verde,34,72.5,61.5
2188,72.933,verde,36,77.5,143.0
2188,72.933,balon,-1,68.5,112.5
2189,72.967,verde,34,72.5,62.0
2189,72.967,verde,35,76.0,110.5
2189,72.967,oscuro,36,77.5,142.0
2189,72.967,balon,-1,67.5,111.0
2190,73.0,verde,34,72.5,62.0
2190,73.0,verde,35,75.0,111.5
2190,73.0,oscuro,36,77.0,140.5
2190,73.0,balon,-1,65.5,111.5
2191,73.033,verde,34,72.5,61.5
2191,73.033,verde,35,73.5,113.0
2191,73.033,oscuro,36,76.5,138.5
2191,73.033,balon,-1,63.0,112.5
2192,73.067,verde,34,72.0,61.5
2192,73.067,verde,35,72.0,114.0
2192,73.067,verde,36,76.0,136.0
2192,73.067,balon,-1,60.5,113.0
2193,73.1,verde,34,72.0,61.0
2193,73.1,verde,35,70.5,113.5
2193,73.1,oscuro,36,75.5,135.0
2193,73.1,balon,-1,58.5,113.5
2194,73.133,verde,34,72.0,61.0
2194,73.133,verde,35,69.5,112.5
2194,73.133,oscuro,36,75.5,135.0
2194,73.133,balon,-1,56.0,114.0
2195,73.167,verde,34,72.0,60.5
2195,73.167,verde,35,68.5,112.5
2195,73.167,oscuro,36,75.0,135.5
2195,73.167,balon,-1,54.0,114.5
2196,73.2,verde,34,72.0,60.0
2196,73.2,verde,35,67.0,112.5
2196,73.2,oscuro,36,74.0,136.5
2196,73.2,balon,-1,52.0,115.0
2197,73.233,verde,34,72.0,59.5
2197,73.233,oscuro,36,72.5,138.0
2197,73.233,verde,35,65.5,112.5
2197,73.233,balon,-1,49.5,115.5
2198,73.267,verde,34,71.5,58.5
2198,73.267,oscuro,36,71.0,139.0
2198,73.267,verde,35,63.5,113.0
2198,73.267,balon,-1,47.5,116.0
2199,73.3,verde,34,72.0,58.0
2199,73.3,verde,35,62.5,114.0
2199,73.3,balon,-1,45.5,116.5
2200,73.333,verde,34,72.0,56.5
2200,73.333,verde,35,61.0,114.0
2200,73.333,balon,-1,43.5,117.0
2201,73.367,verde,34,72.0,56.5
2201,73.367,oscuro,36,66.5,144.5
2201,73.367,verde,35,60.0,114.0
2201,73.367,balon,-1,41.5,117.5
2202,73.4,verde,34,72.0,56.0
2202,73.4,oscuro,36,65.5,146.5
2202,73.4,verde,35,58.0,114.0
2202,73.4,balon,-1,39.5,118.0
2203,73.433,verde,34,72.5,55.5
2203,73.433,oscuro,36,64.5,147.5
2203,73.433,verde,35,56.5,114.0
2203,73.433,balon,-1,37.5,118.5
2204,73.467,verde,34,72.5,54.5
2204,73.467,oscuro,36,64.0,149.0
2204,73.467,balon,-1,35.5,119.0
2205,73.5,verde,34,73.0,54.0
2205,73.5,oscuro,36,62.5,150.0
2205,73.5,balon,-1,33.5,119.5
2206,73.533,verde,34,72.5,54.0
2206,73.533,oscuro,36,61.0,151.5
2206,73.533,balon,-1,32.0,120.0
2207,73.567,verde,34,72.5,54.5
2207,73.567,oscuro,36,58.5,153.0
2207,73.567,balon,-1,30.0,120.5
2208,73.6,verde,34,71.5,55.5
2208,73.6,oscuro,36,56.5,155.0
2208,73.6,balon,-1,28.0,121.0
2209,73.633,verde,34,71.0,56.0
2209,73.633,oscuro,36,54.0,157.0
2209,73.633,balon,-1,26.5,121.5
2210,73.667,verde,34,71.0,58.0
2210,73.667,balon,-1,24.5,122.0
2211,73.7,verde,34,71.0,59.0
2211,73.7,balon,-1,23.0,122.5
2212,73.733,verde,34,71.0,61.0
2212,73.733,balon,-1,21.0,123.0
2213,73.767,verde,34,70.5,62.0
2213,73.767,balon,-1,19.5,123.5
2214,73.8,verde,34,70.5,64.0
2214,73.8,balon,-1,17.5,124.0
2215,73.833,verde,34,70.5,64.5
2215,73.833,balon,-1,16.0,124.5
2216,73.867,verde,34,70.5,64.5
2216,73.867,balon,-1,14.5,125.0
2217,73.9,verde,34,70.5,64.0
2217,73.9,balon,-1,13.0,125.0
2218,73.933,verde,34,70.5,63.0
2218,73.933,balon,-1,11.0,125.5
2219,73.967,verde,34,70.5,62.5
2219,73.967,balon,-1,9.5,126.0
2220,74.0,verde,34,70.5,61.5
2220,74.0,balon,-1,8.0,126.5
2221,74.033,verde,34,70.5,61.0
2221,74.033,verde,37,20.5,112.0
2221,74.033,balon,-1,6.5,126.5
2222,74.067,verde,34,70.5,60.0
2222,74.067,verde,37,18.0,111.5
2222,74.067,balon,-1,5.0,127.0
2223,74.1,verde,34,70.5,59.5
2223,74.1,verde,37,16.0,111.5
2223,74.1,balon,-1,3.5,127.0
2224,74.133,verde,34,70.5,59.0
2224,74.133,verde,37,13.5,111.5
2224,74.133,balon,-1,2.0,127.5
2225,74.167,verde,34,71.0,58.5
2225,74.167,verde,37,11.5,111.5
2225,74.167,balon,-1,0.5,127.5
2226,74.2,verde,34,71.0,57.5
2226,74.2,verde,37,9.5,111.5
2226,74.2,balon,-1,-0.5,128.0
2227,74.233,verde,34,71.0,57.0
2227,74.233,verde,37,8.5,112.0
2227,74.233,balon,-1,-2.0,128.5
2228,74.267,verde,34,71.0,56.5
2228,74.267,verde,37,7.5,112.5
2228,74.267,balon,-1,-3.0,128.5
2229,74.3,verde,34,71.0,55.5
2229,74.3,verde,37,7.0,112.5
2229,74.3,balon,-1,-4.5,128.5
2230,74.333,verde,34,71.0,55.5
2230,74.333,verde,37,6.5,113.5
2230,74.333,oscuro,38,0.0,187.5
2230,74.333,balon,-1,-5.5,129.0
2231,74.367,verde,34,71.5,54.5
2231,74.367,verde,37,6.0,115.5
2231,74.367,oscuro,38,0.0,186.0
2231,74.367,balon,-1,-5.5,129.0
2232,74.4,verde,34,71.5,54.5
2232,74.4,verde,37,5.5,116.5
2232,74.4,oscuro,38,0.0,184.5
2232,74.4,balon,-1,0.0,97.0
2233,74.433,verde,34,71.5,55.5
2233,74.433,verde,37,5.0,118.5
2233,74.433,oscuro,38,0.0,182.5
2233,74.433,balon,-1,-0.5,98.5
2234,74.467,verde,34,71.5,56.0
2234,74.467,verde,37,4.5,119.0
2234,74.467,oscuro,38,0.0,180.0
2234,74.467,balon,-1,-2.0,100.0
2235,74.5,verde,34,71.5,56.0
2235,74.5,verde,37,4.5,119.0
2235,74.5,oscuro,38,0.0,180.0
2235,74.5,balon,-1,-2.0,100.0
2236,74.533,verde,34,71.5,57.0
2236,74.533,verde,37,3.5,120.0
2236,74.533,oscuro,38,0.0,178.5
2236,74.533,balon,-1,-4.0,100.5
2237,74.567,verde,34,71.5,60.0
2237,74.567,verde,37,2.0,120.5
2237,74.567,oscuro,38,1.0,173.5
2237,74.567,balon,-1,-6.0,101.0
2238,74.6,verde,34,71.5,60.0
2238,74.6,verde,37,2.0,120.5
2238,74.6,oscuro,38,1.0,173.5
2238,74.6,balon,-1,-6.0,101.0
2239,74.633,verde,34,71.5,61.5
2239,74.633,verde,37,1.0,120.5
2239,74.633,oscuro,38,1.0,171.0
2240,74.667,verde,34,71.5,64.5
2240,74.667,oscuro,38,1.5,168.0
2241,74.7,verde,34,71.5,64.5
2241,74.7,oscuro,38,1.5,168.0
2242,74.733,verde,34,71.5,65.0
2242,74.733,oscuro,38,1.5,168.0
2243,74.767,verde,34,71.0,64.5
2243,74.767,oscuro,38,0.5,168.5
2244,74.8,verde,34,71.0,64.5
2244,74.8,oscuro,38,0.5,168.5
2244,74.8,oscuro,39,-3.5,120.5
2245,74.833,verde,34,71.0,64.0
2245,74.833,oscuro,38,0.0,169.5
2245,74.833,oscuro,39,-4.5,120.0
2246,74.867,verde,34,71.0,62.5
2247,74.9,verde,34,71.0,62.5
2248,74.933,verde,34,71.0,61.5
2249,74.967,verde,34,71.0,60.5
2250,75.0,verde,34,71.0,60.5
2251,75.033,verde,34,71.0,60.0
2252,75.067,verde,34,71.0,58.5
2253,75.1,verde,34,71.0,58.5
2254,75.133,verde,34,71.0,57.5
2255,75.167,verde,34,71.0,56.0
2256,75.2,verde,34,71.0,56.0
2257,75.233,verde,34,71.0,55.5
2258,75.267,verde,34,71.0,54.0
2259,75.3,verde,34,71.0,54.0
2260,75.333,verde,34,71.5,53.0
2261,75.367,verde,34,71.5,52.5
2262,75.4,verde,34,71.5,52.5
2263,75.433,verde,34,71.0,53.0
2264,75.467,verde,34,70.0,55.0
2265,75.5,verde,34,70.0,55.0
2266,75.533,verde,34,69.5,55.5
2267,75.567,verde,34,69.5,59.0
2267,75.567,oscuro,40,-3.5,192.5
2268,75.6,verde,34,69.5,59.0
2268,75.6,oscuro,40,-3.5,192.5
2269,75.633,verde,34,69.5,60.5
2269,75.633,oscuro,40,-3.0,193.0
2270,75.667,verde,34,69.5,61.5
2270,75.667,oscuro,40,-2.5,190.5
2270,75.667,oscuro,41,-2.5,127.0
2271,75.7,verde,34,69.0,61.5
2271,75.7,oscuro,40,-2.5,190.5
2271,75.7,oscuro,41,-2.5,127.0
2272,75.733,verde,34,69.0,61.0
2272,75.733,oscuro,40,-3.0,189.5
2272,75.733,oscuro,41,-2.5,127.5
2273,75.767,verde,34,69.0,60.0
2273,75.767,oscuro,40,-3.5,185.0
2273,75.767,oscuro,41,-2.5,128.5
2274,75.8,verde,34,69.0,60.0
2274,75.8,oscuro,40,-3.5,185.0
2274,75.8,oscuro,41,-2.5,128.5
2275,75.833,verde,34,69.0,59.5
2275,75.833,oscuro,40,-3.5,183.0
2275,75.833,oscuro,41,-2.5,129.0
2276,75.867,verde,34,69.5,58.0
2276,75.867,oscuro,40,-3.5,180.0
2276,75.867,oscuro,41,-2.5,131.0
2277,75.9,verde,34,69.5,58.0
2277,75.9,oscuro,40,-3.5,180.0
2277,75.9,oscuro,41,-2.5,131.0
2278,75.933,verde,34,69.5,57.0
2278,75.933,oscuro,40,-4.0,178.5
2278,75.933,oscuro,41,-2.0,132.0
2279,75.967,verde,34,69.5,55.5
2279,75.967,oscuro,40,-4.0,174.5
2279,75.967,verde,41,-2.0,134.0
2280,76.0,verde,34,69.5,55.5
2280,76.0,oscuro,40,-4.0,174.5
2280,76.0,verde,41,-2.0,134.0
2281,76.033,verde,34,69.5,55.0
2281,76.033,verde,41,-2.0,135.5
